lam,cv_wmse
100.0,9479.783128498224
200.0,9458.41776404814
400.0,9433.5566938961
800.0,9410.511624423307
1600.0,9394.982310479616
3200.0,9389.736258167524
6400.0,9394.049405697946
12800.0,9405.632293939161
