rank,player_id,rapm_100,ci_lo,ci_hi,poss,player,team,season_min,season_pm
247,1630583,-0.09864332037857161,-3.0262419597495773,2.879552447257269,2675,Santi Aldama,MEM,1198.0783333333334,-48
248,1642967,-0.10122422690424521,-2.1972878965487035,2.0273531909947584,576,John Poulakidas,DAL,253.435,-15
249,1642939,-0.13687234597006492,-1.5058777667296388,1.4813128854346695,304,Miles Kelly,DAL,133.72333333333333,-12
250,1630695,-0.14891063730037465,-3.0116711314726654,2.6037334090705304,2056,Micah Potter,IND,908.3166666666667,-120
251,1630224,-0.15936389921589114,-2.595735671218251,2.253812247567285,1787,Jalen Green,PHX,828.325,33
252,1642867,-0.16205887738719899,-2.911318536565119,2.796313551556853,2672,Collin Murray-Boyles,TOR,1245.6,47
253,1629020,-0.18255695893036755,-3.032410906578642,2.37034665975719,2445,Jarred Vanderbilt,LAL,1127.7416666666666,6
254,1641747,-0.1836190623680436,-2.150531067733535,1.6466487062575412,424,DaRon Holmes II,DEN,209.51,-16
255,1642914,-0.18699176354954142,-2.7958576701361766,2.4308015576833553,1845,Javon Small,MEM,829.9083333333333,-108
256,1628366,-0.19947556090894614,-2.911581974651602,2.2940916703272243,1648,Lonzo Ball,CLE,727.7433333333333,32
257,203924,-0.20066456544369235,-2.995841031362788,2.6852952003209882,3800,Jerami Grant,POR,1695.1016666666667,-6
258,1631107,-0.2040129944407891,-3.6340661413231947,3.14881195839094,1870,Nikola Jović,MIA,808.0183333333333,-5
259,1629660,-0.23081308012465168,-2.44515005336324,1.6730426201245423,715,Ty Jerome,MEM,338.68833333333333,-45
260,1630230,-0.24830441306226347,-3.014990159260607,2.563538528095539,4935,Naji Marshall,DAL,2183.74,-218
261,1630322,-0.26342752958223076,-2.209533248294851,2.037125304829922,613,Lindy Waters III,SAS,284.6766666666667,-5
262,203486,-0.2638835707006849,-2.0252001403150057,1.624383269146961,377,Mason Plumlee,SAS,171.48833333333334,-8
263,1630174,-0.2681730107123981,-2.9888912892504864,2.4359592190315085,2978,Aaron Nesmith,IND,1334.95,-201
264,1629599,-0.27943341525868143,-2.6007290316542733,2.318739363507938,1035,Amir Coffey,PHX,490.50166666666667,-32
265,1631321,-0.29177443275028775,-2.827810370467417,2.726166609339719,3148,Sidy Cissoko,POR,1435.055,-60
266,1630699,-0.29612772119725317,-2.3183089779861126,1.7870912775463497,434,MarJon Beauchamp,PHI,196.11166666666668,-26
267,1641710,-0.31132043091547124,-3.855252288186957,3.1147378713047655,4138,Anthony Black,ORL,1910.05,-14
268,1641816,-0.31170483839116114,-1.9008709708247278,1.2515290661589296,337,Hunter Tyson,DEN,161.9,-24
269,1631166,-0.31715652071245926,-2.5837407944990334,2.2302446083599525,504,Drew Timme,LAL,235.08166666666668,-23
270,1642883,-0.32723573812986867,-3.237439177134915,3.181240181813237,3899,Sion James,CHA,1843.28,65
271,1642878,-0.33365679789184893,-2.907342341726888,2.0417893963820344,1177,Tyrese Proctor,CLE,545.0866666666667,-7
272,201143,-0.34360461112805696,-3.06081097082807,2.1813379125624373,2123,Al Horford,GSW,969.185,-9
273,1630598,-0.3442774345397222,-2.7454846006338585,2.3390678412713415,3078,Aaron Wiggins,OKC,1413.98,178
274,203937,-0.34809607831832173,-2.489591512122857,1.9773445904627278,1886,Kyle Anderson,MIN,853.2366666666667,-81
275,1641757,-0.35316260319491066,-3.0375585593229637,2.3417009155600352,2820,Jordan Miller,LAC,1324.78,-13
276,1629026,-0.39011659046448693,-3.2423241421831444,2.483710904445905,1847,Kenrich Williams,OKC,855.1633333333333,45
277,201587,-0.3965540806546955,-3.4459886963212862,2.974352047671296,2744,Nicolas Batum,LAC,1294.595,-14
278,1643158,-0.39970103975897137,-2.356644395420852,1.5596804943843634,373,Andersson Garcia,UTA,168.75,-37
279,1630644,-0.409746294597012,-1.670583489957388,0.9612837485673316,308,Mac McClung,CHI,135.175,-26
280,1631131,-0.4111255011273942,-3.0499505687010053,2.1087327702046217,993,Oscar Tshiebwe,UTA,448.42,-79
281,1628991,-0.4236647824829878,-2.956965844960959,2.4211741005089737,3220,Jaren Jackson Jr.,UTA,1454.6483333333333,-63
