rank,player_id,rapm_100,ci_lo,ci_hi,poss,player,team,season_min,season_pm
21,1630188,3.356274511839972,0.6936928931134866,6.101004722440504,2451.0,Jalen Smith,CHI,1095.3883333333333,86
22,1627936,3.334842997559487,0.5113135041868083,5.952700094516711,2260.0,Alex Caruso,OKC,1020.3466666666667,382
23,1628978,3.310224784134974,0.6781787846864561,5.390268364089682,5442.0,Donte DiVincenzo,MIN,2494.036666666667,337
24,201950,3.275132857091303,0.864891746115603,5.822020934645519,3446.0,Jrue Holiday,POR,1560.4016666666666,197
25,1628384,3.2010049448117046,0.6880222654630149,5.908569668185622,4729.0,OG Anunoby,NYK,2223.8716666666664,407
26,1631217,3.168804551634783,-0.7312413250348603,5.973746696969563,3955.0,Moussa Diabaté,CHA,1898.9566666666667,345
27,1630182,3.112184810901007,0.5593061727673311,6.0567588626948385,1921.0,Josh Green,CHA,907.9283333333333,207
28,1631221,3.0429555189926787,0.08510022943268139,5.520843553082672,4864.0,Collin Gillespie,PHX,2281.8016666666667,200
29,1641744,3.0036034597146717,0.6784114336479147,5.222330780795698,619.0,Zach Edey,MEM,283.8516666666667,113
30,1642864,2.9827442785618894,0.11430635620879856,5.668524216020212,2268.0,Hugo González,BOS,1083.93,246
31,1630170,2.973796486234168,0.2948726811549665,5.363165083513823,4496.0,Devin Vassell,SAS,2044.2316666666666,492
32,203500,2.9425943877153435,0.6433685175727724,5.475920730960282,1548.0,Steven Adams,HOU,730.365,194
33,1641706,2.9365555064396944,-1.2259950025751045,5.960543903377245,4187.0,Brandon Miller,CHA,1968.3116666666667,372
34,203932,2.8783203612896133,0.11297227032792641,5.220764001353142,2142.0,Aaron Gordon,DEN,1004.9583333333334,272
35,1642347,2.8475657158823395,-0.4669667116755409,5.551205264271488,4032.0,Jamal Shead,TOR,1852.2383333333332,231
36,1631105,2.8043359919368034,0.4392157998947892,5.374925893089463,4283.0,Jalen Duren,DET,1975.8533333333332,480
37,1628392,2.715250708706594,-0.0024932838258853395,5.142717828851886,2428.0,Isaiah Hartenstein,OKC,1137.425,365
38,1628374,2.713162375929378,0.07984660788288746,4.968659620476902,3198.0,Lauri Markkanen,UTA,1442.5966666666666,-55
39,1630540,2.6710255542448365,0.021275141291723795,5.216503597350746,2301.0,Miles McBride,NYK,1080.035,224
40,1630241,2.6591769304733694,-0.08319485274693789,5.460407796599911,3017.0,Sam Merrill,CLE,1377.0733333333333,242
41,1629684,2.643548553726214,0.31937224961695443,5.237934506720193,1529.0,Grant Williams,CHA,711.4533333333334,203
42,1627750,2.5890878464791593,-0.05185509559617346,5.024205656793692,5684.0,Jamal Murray,DEN,2651.891666666667,433
43,1630567,2.5252220470953666,-0.5169496648074471,4.942304145918056,5791.0,Scottie Barnes,TOR,2680.7766666666666,266
44,1630591,2.5002843321772534,-0.5739080581485942,5.105981853917257,3502.0,Jalen Suggs,ORL,1573.57,181
45,203954,2.4214270752476725,0.02201436084556043,4.717660548550383,2564.0,Joel Embiid,PHI,1200.6383333333333,155
46,1630558,2.3792113386360483,-0.3660595963151619,4.737069325065153,4460.0,Davion Mitchell,MIA,2000.255,202
47,1629661,2.3526632043370044,-0.48979096387333004,4.810517258550262,3547.0,Cameron Johnson,DEN,1647.0316666666668,343
48,1630559,2.351542576020481,-0.3022255674311273,5.321643978894967,3813.0,Austin Reaves,LAL,1761.65,182
49,1642396,2.3430452821139256,0.3245371546197324,4.5414771581309346,639.0,Blake Hinson,UTA,285.43333333333334,45
50,1626157,2.335620085245627,0.2757134144600976,4.781117591342974,4936.0,Karl-Anthony Towns,NYK,2321.7816666666668,378
51,1641708,2.2923218160831915,-0.38010629221619363,4.759245489523605,6218.0,Amen Thompson,HOU,2953.15,368
52,1629001,2.271541156662799,-0.5138243211589087,5.145932052467251,2477.0,De'Anthony Melton,GSW,1125.2566666666667,95
53,1642352,2.2412954198792514,-0.11300031892191695,4.553156515412941,653.0,Keshad Johnson,MIA,279.52166666666665,91
54,1628989,2.1606958590661858,-0.5795554291793634,5.13443773351351,3444.0,Kevin Huerter,DET,1549.0766666666666,86
55,203991,2.0601886778364173,-0.6061471891988962,4.743747458276551,1968.0,Clint Capela,HOU,925.6616666666666,162
56,1642851,2.052134597338772,-1.4124150596060614,5.038559785447871,5452.0,Kon Knueppel,CHA,2550.7466666666664,322
57,1629632,2.0489442096895254,-0.7657268193136904,5.021449795377984,2747.0,Coby White,CHA,1249.7883333333334,94
58,1630573,2.0434053405326846,-1.1845146481100643,4.889305633711853,4058.0,Sam Hauser,BOS,1934.15,369
59,1642844,2.041726876609414,-0.9346471201830122,4.922498568514813,3430.0,Dylan Harper,SAS,1557.9566666666667,303
60,1630198,2.0011795644775603,-0.838115160250526,4.432548819303755,3291.0,Isaiah Joe,OKC,1507.445,356
61,1630202,1.9984493038990296,-0.4136003314540363,4.611754414282656,5319.0,Payton Pritchard,BOS,2555.5233333333335,426
62,1642907,1.984184063164927,-0.7836767607881276,4.695106612670806,3560.0,Cedric Coward,MEM,1597.9466666666667,23
63,1629638,1.9273529437576165,-1.1672127345969359,4.550833512473779,5822.0,Nickeil Alexander-Walker,ATL,2603.1766666666667,244
64,1631204,1.9088000930924989,-0.5977980894588015,4.546983031177522,984.0,Marcus Sasser,DET,456.50333333333333,116
65,1631170,1.8902426447361935,-0.7546368834770393,4.541313634948492,4831.0,Jaime Jaquez Jr.,MIA,2121.21,144
66,1628988,1.8853285682663123,-0.9057133290894506,4.270959258879251,1670.0,Aaron Holiday,HOU,780.7316666666667,129
67,1641717,1.881338445180691,-0.725188370187201,4.731017122416675,4462.0,Cason Wallace,OKC,2046.07,532
68,1630572,1.8654636288714062,-1.1336933630090784,4.76638720823774,3841.0,Sandro Mamukelashvili,TOR,1750.6916666666666,184
69,1629680,1.8490584282169114,-0.4064631642018113,3.92627049574238,1061.0,Matisse Thybulle,POR,479.65,88
70,1642853,1.7958491896470872,-0.522609441016655,4.281809057217681,1408.0,Rasheer Fleming,PHX,673.4016666666666,97
71,1628386,1.7894166294868585,-1.072573685946651,4.606350813375132,3349.0,Jarrett Allen,CLE,1519.12,213
72,1630178,1.7863353235256916,-0.9529204170734503,4.6688322438844825,5720.0,Tyrese Maxey,PHI,2661.1183333333333,113
73,201142,1.7774611991602025,-0.9307433847150758,4.121223303353229,6046.0,Kevin Durant,HOU,2839.8233333333333,340
74,201939,1.7751150559747997,-0.6355099214213764,4.359022031334126,2991.0,Stephen Curry,GSW,1328.7283333333332,89
75,1629013,1.7681055687788618,-0.9164863556657368,4.223116379832659,2522.0,Landry Shamet,NYK,1171.055,191
76,1631119,1.767054383782479,-0.8613497046303439,4.356924573223203,2818.0,Jaylin Williams,OKC,1277.375,304
77,1642263,1.7438583291476575,-0.8945343029821452,4.458011793976712,4620.0,Reed Sheppard,HOU,2146.923333333333,280
78,1642345,1.7413446298989457,-0.7106547750198853,4.102144363760358,3808.0,Oso Ighodaro,PHX,1808.37,161
79,1630217,1.7198724966846468,-1.3650800094698905,4.6004148648086725,5998.0,Desmond Bane,ORL,2756.045,135
80,1642419,1.7131123391303804,-0.9785991391168711,4.522547713047319,1135.0,Jamison Battle,TOR,516.7783333333333,89
81,1629029,1.6932800829643502,-1.0287674067178059,4.567015060925204,5009.0,Luka Dončić,LAL,2288.6016666666665,187
82,1629628,1.6898439743005407,-1.2907580239546022,4.36293787849047,3728.0,RJ Barrett,TOR,1725.76,168
83,1642950,1.6812135216799209,-0.346255616852135,3.5610790624123037,781.0,Lachlan Olbrich,CHI,344.2216666666667,25
84,1630541,1.6662603009034942,-1.0184999924647478,4.715139573348722,3398.0,Moses Moody,GSW,1539.8983333333333,80
85,1627884,1.6531471074369257,-1.0567784986291222,4.500119337324601,2887.0,Derrick Jones Jr.,LAC,1349.5083333333334,130
86,1628973,1.6424183488743085,-0.666374580573031,4.297714931493794,5522.0,Jalen Brunson,NYK,2589.806666666667,353
87,1629057,1.6367126636012994,-0.8713203389634979,4.475959025768913,2233.0,Robert Williams III,POR,1008.2133333333334,73
88,1629750,1.624731555831877,-0.8599111212753963,4.374435617905112,3199.0,Javonte Green,DET,1445.9616666666666,215
89,1630679,1.5680668660675552,-0.7867593678584001,3.7439761951003856,1424.0,Ethan Thompson,IND,653.2316666666667,1
90,1631212,1.5608240133690265,-1.0254586697190875,4.554469445680579,3392.0,Peyton Watson,DEN,1597.7583333333334,196
91,1642278,1.5563887025237209,-1.1384647708434996,4.305109368392764,1586.0,Tyler Kolek,NYK,727.1616666666666,106
92,1641709,1.5301190265795115,-1.2631529015519147,4.452639233754781,4042.0,Ausar Thompson,DET,1895.61,397
93,1630228,1.5283284111140163,-1.380112195622155,4.204405797024644,1836.0,Jonathan Kuminga,ATL,830.4966666666667,71
94,1628368,1.4942090838370652,-1.1428216698120102,4.0375734592273504,4935.0,De'Aaron Fox,SAS,2231.065,452
95,203497,1.4850279302493743,-1.160768302935554,4.321250029917704,5151.0,Rudy Gobert,MIN,2380.0466666666666,233
96,1642066,1.4533019036568606,-0.7215020618374028,3.457105774464709,943.0,Myron Gardner,MIA,410.505,78
97,1630611,1.4518273404140538,-1.1059335633290532,3.954903366176718,3056.0,Gui Santos,GSW,1395.3633333333332,35
98,1642450,1.448130672053301,-1.4491823312702967,4.570529098598481,3160.0,Daniss Jenkins,DET,1455.3,209
99,203501,1.4334737961667179,-1.2316060335661771,3.97179224738535,4620.0,Tim Hardaway Jr.,DEN,2127.3,200
100,1642948,1.4277812349140577,-1.5439468980851137,4.165004813035911,2568.0,Ryan Nembhard,DAL,1170.88,-24
101,1629640,1.3899535263012253,-1.2211249846133514,4.2884582163785545,4239.0,Keldon Johnson,SAS,1911.4666666666667,317
102,1631288,1.3448839479887702,-1.2575146771881422,3.8580440071028304,1054.0,Jamal Cain,ORL,485.9683333333333,44
103,203939,1.3345659082054009,-1.5177421120372006,4.1269912043554005,2025.0,Dwight Powell,DAL,904.4116666666666,-9
104,1641711,1.333717913313039,-1.9444173410810213,4.0543741326169656,2374.0,Gradey Dick,TOR,1066.6883333333333,123
105,1641783,1.322513711667333,-1.7478785409833244,4.532183652879178,4134.0,Tristan da Silva,ORL,1899.4566666666667,103
106,202699,1.3027867796339858,-1.5434634702762084,3.885842417682749,3775.0,Tobias Harris,DET,1745.45,368
107,1630596,1.2954385925375917,-1.4458852424322433,4.156358155486905,4516.0,Evan Mobley,CLE,2074.2883333333334,224
108,203944,1.279484943882804,-1.27935876483778,3.6368815295485657,5691.0,Julius Randle,MIN,2610.2966666666666,232
109,1630538,1.2750142626076617,-0.8589886018482946,3.745675029231617,2597.0,Bones Hyland,MIN,1176.9183333333333,124
110,1628467,1.266432000724104,-1.2462302555467262,3.4464683885321503,1009.0,Maxi Kleber,LAL,461.01,55
111,1629675,1.261591193671402,-0.893335169734866,3.9552730648252434,4452.0,Naz Reid,MIN,2007.35,169
112,1641854,1.2607545546367915,-1.5291010671622751,4.111093939739091,2508.0,Craig Porter Jr.,CLE,1147.6616666666666,103
113,1631159,1.2510841099964252,-1.2956168930998546,4.0877223255709,1656.0,Leonard Miller,CHI,718.6616666666666,-28
114,1631128,1.2462978989396634,-1.5327101918296535,4.013761024449997,3040.0,Christian Braun,DEN,1399.1383333333333,291
115,1629008,1.193568001082292,-1.8781226069527999,4.138048724734045,3567.0,Michael Porter Jr.,BKN,1688.6033333333332,-205
116,1630194,1.1629798401605596,-1.4223049778457215,3.9588435348846835,1942.0,Paul Reed,DET,900.6283333333333,138
117,1642928,1.1088067179192118,-1.6273865398649623,3.328425784057668,1947.0,Dylan Cardwell,SAC,906.5383333333333,-66
118,1643018,1.103440563738257,-0.7142583631268302,3.187987751855297,634.0,LJ Cryer,GSW,292.14666666666665,16
119,1641740,1.0930565762081164,-0.9381163271159441,3.327517876056597,1960.0,Jaylen Clark,MIN,887.7033333333334,73
120,1642949,1.0572913535062456,-0.8848082664151585,3.057247302667515,896.0,Yanic Konan Niederhäuser,LAC,423.67833333333334,38
121,1631200,1.0555374772887864,-1.6421180962099107,4.214948346615184,2934.0,Kris Murray,POR,1333.21,45
122,1629011,1.04823309554424,-1.8304028124494374,3.6678811333918038,2465.0,Mitchell Robinson,NYK,1174.5016666666668,157
123,1629004,1.0373061647348079,-1.3115010672023257,3.738948119400486,2539.0,Svi Mykhailiuk,UTA,1155.6116666666667,-77
124,1630549,1.0280873958795607,-1.8299658417343427,3.7784018805533455,2450.0,Day'Ron Sharpe,BKN,1159.915,-114
125,1641989,1.0195799255647084,-1.5308461272066871,3.439969883324229,1196.0,Elijah Harkless,UTA,544.8133333333334,-33
126,1642272,1.008785579070376,-1.5332100799593118,3.8428161816636384,2556.0,Jared McCain,OKC,1159.6666666666667,126
127,202331,1.0072060030936945,-1.636198183875291,4.047023927085798,2422.0,Paul George,PHI,1135.0316666666668,89
128,1630631,1.00676419725336,-1.9565298168110528,3.6927346530842007,2938.0,Jose Alvarado,NYK,1370.2366666666667,24
129,1629731,1.0023238781133441,-2.065162399052449,3.8062271004943327,2865.0,Dean Wade,CLE,1317.6833333333334,151
130,1642863,0.9755232792634744,-1.0809427003248964,2.9862619675988777,874.0,Khaman Maluach,PHX,411.025,47
131,1631245,0.9522513330474599,-1.729556924520381,3.5153225721679324,2033.0,Quenton Jackson,IND,897.425,-63
132,1631323,0.9185817880116983,-2.2632933860592033,4.024849913390393,2648.0,Simone Fontecchio,MIA,1172.47,91
133,1630619,0.9165825859906183,-1.5180360313409178,3.2766852228422247,1185.0,Moussa Cisse,DAL,529.58,-3
134,1642271,0.9068760870730842,-1.8076891265028936,3.823372322154889,3994.0,Kyle Filipowski,UTA,1800.9433333333334,-256
135,204001,0.8923323672086393,-1.9659780636592599,3.6198937847636787,1701.0,Kristaps Porziņģis,GSW,768.8916666666667,45
136,1630532,0.8913058708766792,-2.0259379595591467,3.8032355342730346,2268.0,Franz Wagner,ORL,1019.0033333333333,80
137,1628369,0.8689433529480849,-1.8842321424824369,3.737468796825342,1097.0,Jayson Tatum,BOS,521.85,118
138,1642857,0.8522477872151099,-1.7879615634009218,3.7718469144310776,2160.0,Kasparas Jakučionis,MIA,944.6283333333333,72
139,1631248,0.8418917124410922,-1.9183394912729623,3.651215653585655,2969.0,Baylor Scheierman,BOS,1429.3033333333333,199
140,1642845,0.8408923822526149,-1.928310673341725,3.8275592773209963,5631.0,VJ Edgecombe,PHI,2623.305,57
141,1642363,0.8336710260504744,-1.688527306700395,3.5461451996564257,4034.0,Nique Clifford,SAC,1881.925,-219
142,1642366,0.824737347770649,-1.5506510592103147,3.393629838077001,2524.0,Quinten Post,GSW,1159.1983333333333,60
143,1630529,0.8244886858579309,-1.865782489987945,3.254060341017339,3421.0,Herbert Jones,NOP,1588.3816666666667,-49
144,1642920,0.8073232882542749,-2.098599985098997,3.824633439286691,2873.0,Kobe Sanders,LAC,1351.4166666666667,32
145,1630692,0.8067190261175704,-1.884857217008356,3.6274128043577085,3358.0,Jordan Goodwin,PHX,1571.7766666666666,93
146,1631157,0.806463294810915,-2.007496963453799,3.3215622665758304,5088.0,Ryan Rollins,MIL,2375.483333333333,-175
147,1631114,0.7954178474033395,-2.0925905832011575,3.5517171418099625,2044.0,Jalen Williams,OKC,935.9633333333334,229
148,1642866,0.7843573647743304,-1.0168560528136743,2.8014124466380994,714.0,Joan Beringer,MIN,314.13166666666666,23
149,1642364,0.737663665418606,-2.1235824868100828,3.5873007114368525,2284.0,Jamir Watkins,WAS,1032.1766666666667,-164
150,1630543,0.7268710345017643,-2.0013372032959516,3.163603715970242,1998.0,Isaiah Jackson,LAC,908.3116666666666,-50
151,1630165,0.7016433483796495,-1.4915903228615,2.7795566847437314,869.0,Killian Hayes,SAC,405.52666666666664,-18
152,1627749,0.6853317975229146,-1.1051428395337632,2.306150003911367,838.0,Dejounte Murray,NOP,389.4166666666667,20
153,1631260,0.6843700354756471,-2.0915171946682722,3.6810221327023873,4830.0,AJ Green,MIL,2269.9333333333334,-148
154,1642885,0.6775207734156833,-2.0823888848929797,3.554907516491588,1335.0,Mohamed Diawara,NYK,634.1516666666666,58
155,1642285,0.6710638923362445,-2.2113079403138225,3.5213787485957493,3762.0,Cam Spencer,MEM,1714.4516666666666,-89
156,1641764,0.6664801023100361,-2.2610382116342658,3.6980319155871566,5133.0,Brandin Podziemski,GSW,2332.673333333333,15
157,1627783,0.6606934049835067,-2.1601037522352033,3.585159811280804,4559.0,Pascal Siakam,IND,2056.6516666666666,-230
158,2544,0.6604703309611628,-1.9604699091927213,3.6063282112667747,4267.0,LeBron James,LAL,1989.055,119
159,1642530,0.6596988880644213,-1.1404005016294183,2.1817298271341605,483.0,Yuki Kawamura,CHI,209.02,-3
160,1631106,0.6514990862487581,-2.19567728688075,3.1315561425862044,3284.0,Tari Eason,HOU,1549.105,167
161,1629216,0.638315388441179,-1.9838581317728292,3.0086996207590526,1936.0,Gabe Vincent,ATL,879.0783333333334,39
162,1628976,0.6376213964443077,-2.219755212850125,3.3064845018436837,4959.0,Wendell Carter Jr.,ORL,2288.3516666666665,90
163,1631246,0.6302464667539287,-2.536179293172885,3.3841237338724426,1790.0,Vince Williams Jr.,UTA,819.395,6
164,1628418,0.624130407920346,-1.9125425171955646,3.2046583437937772,1589.0,Thomas Bryant,CLE,731.8166666666667,39
165,1642274,0.6165005392639572,-1.8539862137969658,3.0429309258285806,2812.0,Yves Missi,NOP,1297.0366666666666,-41
166,1642264,0.6062973685929431,-2.134738505213478,3.179578949214107,4488.0,Stephon Castle,SAS,2037.7433333333333,408
167,1628380,0.6035833178268291,-1.1659605405246731,2.3240336379833395,420.0,Zach Collins,CHI,183.73666666666668,18
168,203648,0.6022948655663615,-0.6920805876718563,2.0955298631758033,319.0,Thanasis Antetokounmpo,MIL,147.95833333333334,5
169,1631117,0.5849352647416981,-1.568592162643458,2.771729745815121,327.0,Walker Kessler,UTA,153.98,14
170,1641772,0.5777433541935236,-2.2966174148930154,3.169666333295746,2181.0,Nae'Qwan Tomlin,CLE,1003.6383333333333,60
171,1629627,0.5774918071326552,-1.7738103628400534,3.1272323484840503,4070.0,Zion Williamson,NOP,1841.0633333333333,-82
172,1630193,0.5664337332012747,-2.5344780397610203,3.2150412244400792,4801.0,Immanuel Quickley,TOR,2231.3083333333334,117
173,201935,0.5446973449121724,-2.117225907437194,3.2318614379753705,5175.0,James Harden,CLE,2438.495,99
174,1631243,0.5289828668415851,-2.423467591993244,3.8743295380638823,2589.0,Mouhamed Gueye,ATL,1178.8366666666666,43
175,1631095,0.526980841958569,-2.232766581096818,3.0554039848637355,5690.0,Jabari Smith Jr.,HOU,2705.365,265
176,1630568,0.523330686026313,-1.7462903421808404,3.1523041051553897,2341.0,Luka Garza,BOS,1117.9083333333333,124
177,1630702,0.521236130331642,-2.7275604256861343,3.218563234665964,1998.0,Jaden Hardy,WAS,898.0966666666667,-84
178,202696,0.5198487355569239,-2.4445397146658543,3.058274842741476,4020.0,Nikola Vučević,BOS,1818.1183333333333,-42
179,203084,0.5012555110151419,-2.153839410770001,3.205441058350884,4366.0,Harrison Barnes,SAS,1986.475,329
180,1629726,0.4918503813357617,-1.5928782412204034,2.9773758813214974,440.0,Garrison Mathews,IND,196.1,-2
181,1630703,0.4867116489506729,-2.2086975725881413,3.212977453896316,1675.0,Scoot Henderson,POR,747.83,53
182,1631123,0.48559539284271525,-2.0702282486160395,3.0702354560316913,1343.0,Jamaree Bouyea,PHX,644.0583333333333,25
183,1630552,0.4603940499230002,-2.575865868350372,3.2944031965088296,5647.0,Jalen Johnson,ATL,2531.5983333333334,187
184,1630162,0.43423874465361023,-2.2393625341277583,2.6323543395482,4648.0,Anthony Edwards,MIN,2136.5933333333332,162
185,1630167,0.41755016261369315,-2.009011456613289,2.575982477957141,952.0,Obi Toppin,IND,423.725,-33
186,1631133,0.3925421992627658,-2.5535356938113125,3.053020344492681,1659.0,Jabari Walker,PHI,761.6683333333333,4
187,1641796,0.3771986838678798,-2.6092366855910116,3.1563130220868203,4172.0,Pelle Larsson,MIA,1849.1433333333334,80
188,1642959,0.372354901971086,-1.684531660424803,2.132241440868563,396.0,Chris Youngblood,POR,185.09166666666667,9
189,1629656,0.36905117340035937,-2.9329324808562776,3.0885963429347116,4807.0,Quentin Grimes,PHI,2205.721666666667,8
190,1630200,0.3660578272094088,-1.961760583806922,3.2332346376813734,3987.0,Tre Jones,CHI,1752.3733333333332,-137
191,1629637,0.3469875191720467,-2.308404144479436,2.7415310660384358,2629.0,Jaxson Hayes,LAL,1206.5783333333334,71
192,1630574,0.33628419484570155,-1.863583097129996,2.7184169325091116,1073.0,Ariel Hukporti,NYK,497.96166666666664,35
193,1631120,0.33591374953442044,-1.6884003361863866,2.1138200947451624,454.0,JD Davison,HOU,218.41666666666666,16
194,1642270,0.3357203669733391,-2.2052751086240776,2.920229838326204,4568.0,Donovan Clingan,POR,2093.6366666666668,14
195,1641842,0.33257104273337684,-1.9883561500379827,2.4033674236421096,3377.0,Ronald Holland II,DET,1550.4483333333333,133
196,1629618,0.33212958832284334,-2.2792559975461786,2.8246636789795354,1680.0,Jalen Pickett,DEN,806.48,3
197,1642353,0.33100570508809485,-2.0641980975630063,2.6542084211456847,995.0,Cam Christie,LAC,479.75,-12
198,1642856,0.32555905024882387,-3.1475606158308618,3.412588039750643,2763.0,Egor Dëmin,BKN,1308.2083333333333,-161
199,1631103,0.3204159291013462,-1.9375138452791059,2.516541167444152,607.0,Malaki Branham,WAS,275.47833333333335,-42
200,1629060,0.2969369415604567,-2.70361828877033,2.7705393081502225,4209.0,Rui Hachimura,LAL,1926.565,81
201,1627752,0.29647610314650824,-2.3253163555554277,2.690442981712893,1307.0,Taurean Prince,MIL,611.3033333333333,-51
202,1641713,0.287364936653473,-2.6258056915742247,3.119000090215239,2584.0,GG Jackson,MEM,1177.765,-85
203,1630314,0.2868627833161554,-2.3194194441060434,3.0604173931927194,3339.0,Brandon Williams,DAL,1462.645,-143
204,201599,0.2753931371377332,-1.522627858737234,2.1146631522019743,426.0,DeAndre Jordan,NOP,198.8,-1
205,1642862,0.2660520839057722,-2.000558911239423,2.3384826906425946,774.0,Liam McNeeley,CHA,367.52166666666665,8
206,1631093,0.2653532392222334,-2.154333500793502,2.49339647760712,1472.0,Jaden Ivey,CHI,670.255,26
207,1642504,0.2520318617177504,-1.4936034270791778,2.1396022860585076,562.0,Cormac Ryan,MIL,270.67833333333334,-18
208,1628960,0.23778195340743968,-2.471798824148401,3.3953307054809554,3151.0,Grayson Allen,PHX,1467.2783333333334,18
209,1629048,0.23577945889298352,-2.899012870374568,2.981790220574389,2137.0,Goga Bitadze,ORL,972.0066666666667,17
210,1642277,0.23323603248364902,-2.3434578766089547,2.5634888424502957,1411.0,Johnny Furphy,IND,643.0533333333333,-58
211,1630604,0.2069477416397711,-1.671997790959186,2.0880074519522864,737.0,E.J. Liddell,BKN,349.19,-47
212,1641733,0.20499425020622483,-1.8586027581215738,2.11365358263458,820.0,Nick Smith Jr.,LAL,374.87666666666667,-3
213,1629645,0.2004672045321617,-2.713659352249945,2.9691645412584315,2691.0,Kevin Porter Jr.,MIL,1261.015,-107
214,1631250,0.1994494240845886,-2.4664592432469012,2.5401805579093426,1544.0,Pete Nance,MIL,737.0983333333334,-78
215,1628379,0.1829563668889951,-2.6568129725890524,2.7987413157934413,3717.0,Luke Kennard,LAL,1680.4766666666667,41
216,1631207,0.17697045341277576,-2.228255499749023,2.7085050772811594,1237.0,Dalen Terry,PHI,551.0266666666666,-45
217,203903,0.17477458251800976,-2.580728212592446,2.653986852962924,2736.0,Jordan Clarkson,NYK,1279.4616666666666,110
218,1626156,0.14752018706262535,-2.5513920390148574,2.916329082766765,1102.0,D'Angelo Russell,WAS,494.775,-41
219,1630166,0.14296747321758665,-2.5059519695122185,2.7487021958872306,4852.0,Deni Avdija,POR,2199.385,16
220,1642859,0.14220915594469016,-2.5983964295055504,3.1364334018997795,1280.0,Jase Richardson,ORL,586.7483333333333,-17
221,1631121,0.13885532276922835,-1.966579786848206,2.5783450508014987,1955.0,Bryce McGowens,NOP,879.9333333333333,-70
222,201567,0.1338467009098987,-2.350181305247186,2.732354614185906,1368.0,Kevin Love,UTA,612.8,-80
223,1641771,0.12918099514968892,-1.9212889315443618,2.3234529343556023,670.0,Jalen Slawson,IND,310.55,-26
224,1630173,0.1284871955903875,-2.4363886998771114,3.024267576094857,3702.0,Precious Achiuwa,SAC,1745.185,-271
225,1641739,0.1262476332846464,-2.1175056577519706,2.887065526764091,6008.0,Toumani Camara,POR,2731.2366666666667,32
226,1627751,0.12030755829621191,-3.06345819387211,2.990204618559542,2463.0,Jakob Poeltl,TOR,1149.06,48
227,1628969,0.11318759451888881,-2.2467014072584366,2.677920441381085,5704.0,Mikal Bridges,NYK,2691.935,298
228,1628404,0.07549936142761156,-2.2805647609479394,2.8319742198481355,4259.0,Josh Hart,NYK,1993.575,210
229,1629636,0.06221523627143738,-3.14980591364902,3.3101072946002517,2953.0,Darius Garland,LAC,1344.2766666666666,84
230,1641737,0.03832308226186054,-2.8433391668194727,2.893443315614226,2675.0,Adem Bona,PHI,1234.1616666666666,-8
231,1641763,0.01581660767752495,-2.346585773989153,2.189480721972834,974.0,Julian Phillips,MIN,427.01666666666665,-22
232,1642358,0.01466614495495625,-2.09975278968193,2.0656409340559696,985.0,AJ Johnson,DAL,453.43333333333334,-53
