lam,cv_wmse
100.0,2364.785674312524
200.0,2355.0258916478037
400.0,2343.0690479747336
800.0,2330.982514692089
1600.0,2321.5715939457264
3200.0,2316.8453814836334
6400.0,2317.116429867451
